Id;ActivityDate;TotalSteps;TotalDistance;TrackerDistance;LoggedActivitiesDistance;VeryActiveDistance;ModeratelyActiveDistance;LightActiveDistance;SedentaryActiveDistance;VeryActiveMinutes;FairlyActiveMinutes;LightlyActiveMinutes;SedentaryMinutes;Calories
1624580081;04/02/2016;1556;100.999.999.046.326;100.999.999.046.326;0;0;0;100.999.999.046.326;0.00999999977648258;0;0;88;1352;1327
1624580081;04/03/2016;2910;188.999.998.569.489;188.999.998.569.489;0;0;0;187.999.999.523.163;0.00999999977648258;0;0;157;1283;1452
1624580081;04/04/2016;18464;12;12;0;0;0;12;0;0;0;270;1170;1574
1624580081;04/05/2016;1335;0.870000004768372;0.870000004768372;0;0;0;0.870000004768372;0;0;0;74;1366;1308
1624580081;04/06/2016;1004;0.649999976158142;0.649999976158142;0;0;0;0.649999976158142;0;0;0;55;1385;1276
1624580081;04/07/2016;1111;0.720000028610229;0.720000028610229;0;0;0;0.720000028610229;0;0;0;54;1386;1278
1624580081;04/08/2016;6344;411.999.988.555.908;411.999.988.555.908;0;0;0;409.999.990.463.257;0;0;0;143;1297;1409
1624580081;04/09/2016;3572;23.199.999.332.428;23.199.999.332.428;0;0;0;228.999.996.185.303;0.0299999993294477;0;0;122;1318;1370
1624580081;04/10/2016;3910;253.999.996.185.303;253.999.996.185.303;0;0.469999998807907;0.25;180.999.994.277.954;0.00999999977648258;7;7;186;1240;1555
1624580081;04/11/2016;10000;6.5;6.5;0;0;0;6.5;0;0;0;172;1268;1469
1624580081;04/12/2016;6627;430.999.994.277.954;430.999.994.277.954;0;0;0;430.999.994.277.954;0;0;0;89;604;706
1644430081;04/01/2016;4636;341.000.008.583.069;341.000.008.583.069;0;0;0.779999971389771;259.999.990.463.257;0.0299999993294477;0;16;586;838;3323
1644430081;04/02/2016;20237;14.710.000.038.147;14.710.000.038.147;0;25.699.999.332.428;640.000.009.536.743;573.000.001.907.349;0.00999999977648258;34;141;347;918;4029
1644430081;04/03/2016;12912;940.999.984.741.211;940.999.984.741.211;0;482.999.992.370.605;0.769999980926514;378.999.996.185.303;0.0299999993294477;59;16;283;1082;3436
1644430081;04/04/2016;2819;204.999.995.231.628;204.999.995.231.628;0;0.310000002384186;0.170000001788139;155.999.994.277.954;0.00999999977648258;4;4;87;1345;2444
1644430081;04/05/2016;9921;721.000.003.814.697;721.000.003.814.697;0;0.340000003576279;151.999.998.092.651;53.600.001.335.144;0;5;35;219;1181;3098
1644430081;04/06/2016;8046;584.999.990.463.257;584.999.990.463.257;0;128.999.996.185.303;211.999.988.555.908;245.000.004.768.372;0;18;41;137;1244;2925
1644430081;04/07/2016;11166;811.999.988.555.908;811.999.988.555.908;0;0.209999993443489;241.000.008.583.069;5.5;0;3;58;230;1149;3202
1644430081;04/08/2016;7842;569.999.980.926.514;569.999.980.926.514;0;0.479999989271164;241.000.008.583.069;280.999.994.277.954;0;7;43;161;1229;2928
1644430081;04/09/2016;13840;100.600.004.196.167;100.600.004.196.167;0;130.999.994.277.954;372.000.002.861.023;503.000.020.980.835;0;18;81;192;1149;3290
1644430081;04/10/2016;1329;0.970000028610229;0.970000028610229;0;0;0;0.970000028610229;0;0;0;35;207;489
1844505072;04/01/2016;6847;453.000.020.980.835;453.000.020.980.835;0;0.610000014305115;0.370000004768372;354.999.995.231.628;0;9;9;251;1171;1969
1844505072;04/02/2016;5367;354.999.995.231.628;354.999.995.231.628;0;0;0;354.999.995.231.628;0;0;0;263;1177;1889
1844505072;04/03/2016;2841;187.999.999.523.163;187.999.999.523.163;0;0;0;187.999.999.523.163;0;0;0;136;1114;1636
1844505072;04/04/2016;0;0;0;0;0;0;0;0;0;0;0;669;1347
1844505072;04/05/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1347
1844505072;04/06/2016;7;0;0;0;0;0;0;0;0;0;1;1439;1349
1844505072;04/07/2016;6344;419.000.005.722.046;419.000.005.722.046;0;0;0;419.000.005.722.046;0;0;0;290;1150;1965
1844505072;04/08/2016;5316;350.999.999.046.326;350.999.999.046.326;0;0;0;350.999.999.046.326;0;0;0;221;1219;1824
1844505072;04/09/2016;4979;328.999.996.185.303;328.999.996.185.303;0;0;0;328.999.996.185.303;0;0;0;184;620;1807
1844505072;04/10/2016;6556;434.000.015.258.789;434.000.015.258.789;0;0;0;432.999.992.370.605;0;0;0;305;810;1971
1844505072;04/11/2016;5430;358.999.991.416.931;358.999.991.416.931;0;0;0;358.999.991.416.931;0;0;0;251;1189;1888
1844505072;04/12/2016;0;0;0;0;0;0;0;0;0;0;0;426;399
1927972279;04/01/2016;4317;299.000.000.953.674;299.000.000.953.674;0;0;0.370000004768372;261.999.988.555.908;0;0;11;192;854;2590
1927972279;04/02/2016;5662;392.000.007.629.395;392.000.007.629.395;0;0;0;392.000.007.629.395;0;0;0;267;858;2783
1927972279;04/03/2016;3198;221.000.003.814.697;221.000.003.814.697;0;0;0;221.000.003.814.697;0;0;0;146;1183;2449
1927972279;04/04/2016;2352;162.999.999.523.163;162.999.999.523.163;0;0;0;162.999.999.523.163;0;0;0;128;829;2380
1927972279;04/05/2016;2234;154.999.995.231.628;154.999.995.231.628;0;0;0;154.999.995.231.628;0;0;0;108;912;2344
1927972279;04/06/2016;1259;0.870000004768372;0.870000004768372;0;0;0;0.870000004768372;0;0;0;73;938;2202
1927972279;04/07/2016;768;0.529999971389771;0.529999971389771;0;0;0;0.529999971389771;0;0;0;43;1397;2130
1927972279;04/08/2016;519;0.360000014305115;0.360000014305115;0;0;0;0.360000014305115;0;0;0;34;1406;2088
1927972279;04/09/2016;2523;1.75;1.75;0;0;0.370000004768372;137.999.999.523.163;0;0;9;134;1250;2443
1927972279;04/10/2016;2105;146.000.003.814.697;146.000.003.814.697;0;0;0;146.000.003.814.697;0;0;0;139;805;2442
1927972279;04/11/2016;1209;0.839999973773956;0.839999973773956;0;0;0;0.839999973773956;0;0;0;73;842;2255
1927972279;04/12/2016;24;0.0199999995529652;0.0199999995529652;0;0;0;0.0199999995529652;0;0;0;3;161;942
2022484408;04/01/2016;13603;960.000.038.146.973;960.000.038.146.973;0;546.000.003.814.697;0.629999995231628;350.999.999.046.326;0;72;16;213;1139;2645
2022484408;04/02/2016;5477;383.999.991.416.931;383.999.991.416.931;0;0;0;383.999.991.416.931;0;0;0;237;1203;2040
2022484408;04/03/2016;11144;782.000.017.166.138;782.000.017.166.138;0;178.999.996.185.303;0.889999985694885;51.399.998.664.856;0;25;22;279;1114;2395
2022484408;04/04/2016;15313;11;11;0;501.999.998.092.651;128.999.996.185.303;469.000.005.722.046;0;62;19;233;1126;2581
2022484408;04/05/2016;10805;759.000.015.258.789;759.000.015.258.789;0;0.720000028610229;0.980000019073486;58.899.998.664.856;0;36;37;298;1069;2735
2022484408;04/06/2016;15392;109.300.003.051.758;109.300.003.051.758;0;34.300.000.667.572;1.75;5.75;0;47;42;258;1093;2733
2022484408;04/07/2016;18247;138.299.999.237.061;138.299.999.237.061;0;71.100.001.335.144;221.000.003.814.697;451.000.022.888.184;0;72;62;252;1054;3021
2022484408;04/08/2016;13023;926.000.022.888.184;926.000.022.888.184;0;323.000.001.907.349;0.560000002384186;546.999.979.019.165;0;40;12;296;1092;2577
2022484408;04/09/2016;16267;125.900.001.525.879;125.900.001.525.879;0;5.75;0.469999998807907;636.999.988.555.908;0;44;16;302;1078;2811
2022484408;04/10/2016;10005;701.999.998.092.651;701.999.998.092.651;0;0.0799999982118607;104.999.995.231.628;590.000.009.536.743;0;1;23;339;1077;2458
2022484408;04/11/2016;10106;709.000.015.258.789;709.000.015.258.789;0;121.000.003.814.697;0.560000002384186;532.999.992.370.605;0;41;16;272;1111;2568
2022484408;04/12/2016;6717;471.999.979.019.165;471.999.979.019.165;0;323.000.001.907.349;0.219999998807907;126.999.998.092.651;0;41;5;67;551;1140
2026352035;04/01/2016;2605;162.000.000.476.837;162.000.000.476.837;0;0;0;162.000.000.476.837;0;0;0;166;729;1407
2026352035;04/02/2016;1229;0.759999990463257;0.759999990463257;0;0;0;0.759999990463257;0;0;0;69;795;1237
2026352035;04/03/2016;2308;142.999.994.754.791;142.999.994.754.791;0;0;0;142.999.994.754.791;0;0;0;115;720;1330
2026352035;04/04/2016;6679;41.399.998.664.856;41.399.998.664.856;0;0;0;41.399.998.664.856;0;0;0;263;644;1583
2026352035;04/05/2016;5645;3.5;3.5;0;0;0;3.5;0;0;0;248;621;1538
2026352035;04/06/2016;3180;197.000.002.861.023;197.000.002.861.023;0;0;0;197.000.002.861.023;0;0;0;185;738;1421
2026352035;04/07/2016;2767;172.000.002.861.023;172.000.002.861.023;0;0;0;172.000.002.861.023;0;0;0;170;673;1392
2026352035;04/08/2016;3762;232.999.992.370.605;232.999.992.370.605;0;0;0;232.999.992.370.605;0;0;0;173;719;1425
2026352035;04/09/2016;3098;191.999.995.708.466;191.999.995.708.466;0;0;0;191.999.995.708.466;0;0;0;185;700;1413
2026352035;04/10/2016;5142;319.000.005.722.046;319.000.005.722.046;0;0;0;319.000.005.722.046;0;0;0;230;654;1515
2026352035;04/11/2016;3279;202.999.997.138.977;202.999.997.138.977;0;0;0;202.999.997.138.977;0;0;0;164;694;1405
2026352035;04/12/2016;1019;0.629999995231628;0.629999995231628;0;0;0;0.629999995231628;0;0;0;64;223;600
2320127002;04/01/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1324
2320127002;04/02/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1324
2320127002;04/03/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1324
2320127002;04/04/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1324
2320127002;04/05/2016;4931;33.199.999.332.428;33.199.999.332.428;0;0;0;33.199.999.332.428;0;0;0;175;1265;1708
2320127002;04/06/2016;6999;471.999.979.019.165;471.999.979.019.165;0;0;0;471.999.979.019.165;0;0;0;320;1120;1950
2320127002;04/07/2016;1846;124.000.000.953.674;124.000.000.953.674;0;0;0;124.000.000.953.674;0;0;0;93;1347;1508
2320127002;04/08/2016;3417;229.999.995.231.628;229.999.995.231.628;0;0;0;229.999.995.231.628;0;0;0;153;1287;1625
2320127002;04/09/2016;4863;327.999.997.138.977;327.999.997.138.977;0;0.0599999986588955;0.419999986886978;279.999.995.231.628;0;1;11;208;1220;1772
2320127002;04/10/2016;2277;152.999.997.138.977;152.999.997.138.977;0;0;0;152.999.997.138.977;0;0;0;103;1337;1530
2320127002;04/11/2016;11230;767.000.007.629.395;767.000.007.629.395;0;0.889999985694885;0.119999997317791;665.999.984.741.211;0;10;2;390;1038;2206
2320127002;04/12/2016;2098;14.099.999.666.214;14.099.999.666.214;0;0;0;14.099.999.666.214;0;0;0;69;617;790
2347167796;3/29/2016;10272;678.999.996.185.303;678.999.996.185.303;0;0.159999996423721;311.999.988.555.908;3.5;0;2;58;208;700;2041
2347167796;3/30/2016;10533;709.999.990.463.257;709.999.990.463.257;0;176.999.998.092.651;205.999.994.277.954;326.999.998.092.651;0;21;35;255;615;2187
2347167796;3/31/2016;6760;446.999.979.019.165;446.999.979.019.165;0;0;0;446.999.979.019.165;0;0;0;250;613;1929
2347167796;04/01/2016;8328;551.000.022.888.184;551.000.022.888.184;0;0;2;3.5;0;0;33;212;804;1935
2347167796;04/02/2016;15459;102.200.002.670.288;102.200.002.670.288;0;358.999.991.416.931;0.810000002384186;582.000.017.166.138;0;51;16;327;583;2438
2347167796;04/03/2016;7485;494.999.980.926.514;494.999.980.926.514;0;0;0;494.999.980.926.514;0;0;0;324;491;2035
2347167796;04/04/2016;10254;680.000.019.073.486;680.000.019.073.486;0;141.999.995.708.466;123.000.001.907.349;415.999.984.741.211;0;21;25;231;638;2099
2347167796;04/05/2016;10114;682.000.017.166.138;682.000.017.166.138;0;163.999.998.569.489;0.479999989271164;467.999.982.833.862;0;18;9;269;696;2096
2347167796;04/06/2016;11107;734.000.015.258.789;734.000.015.258.789;0;0.899999976158142;275.999.999.046.326;36.800.000.667.572;0;14;46;196;759;2058
2347167796;04/07/2016;10320;684.999.990.463.257;684.999.990.463.257;0;0.680000007152557;123.000.001.907.349;494.000.005.722.046;0;15;32;315;1002;2338
2347167796;04/08/2016;10209;6.75;6.75;0;0.159999996423721;0.349999994039536;623.000.001.907.349;0;2;6;316;711;2104
2347167796;04/09/2016;16081;106.300.001.144.409;106.300.001.144.409;0;1.25;182.000.005.245.209;755.999.994.277.954;0;16;32;401;970;2488
2347167796;04/10/2016;10078;682.999.992.370.605;682.999.992.370.605;0;101.999.998.092.651;0.119999997317791;569.000.005.722.046;0;12;3;303;463;2164
2347167796;04/11/2016;10001;66.100.001.335.144;66.100.001.335.144;0;0.330000013113022;29.300.000.667.572;335.999.989.509.583;0;5;52;196;788;2009
2347167796;04/12/2016;0;0;0;0;0;0;0;0;0;0;0;425;399
2873212765;04/01/2016;890;0.600000023841858;0.600000023841858;0;0;0;0.600000023841858;0;0;0;41;1399;1335
2873212765;04/02/2016;2214;149.000.000.953.674;149.000.000.953.674;0;0;0;149.000.000.953.674;0;0;0;197;1243;1559
2873212765;04/03/2016;7640;513.000.011.444.092;513.000.011.444.092;0;0.189999997615814;0.800000011920929;415.000.009.536.743;0;3;15;315;1107;1845
2873212765;04/04/2016;9713;653.000.020.980.835;653.000.020.980.835;0;0.340000003576279;0.889999985694885;528.999.996.185.303;0;6;24;355;1055;2046
2873212765;04/05/2016;8432;567.000.007.629.395;567.000.007.629.395;0;0;0;565.000.009.536.743;0.00999999977648258;0;0;374;1066;1953
2873212765;04/06/2016;7350;494.000.005.722.046;494.000.005.722.046;0;0;0;494.000.005.722.046;0;0;0;382;1058;1910
2873212765;04/07/2016;9353;630.999.994.277.954;630.999.994.277.954;0;0.370000004768372;0.689999997615814;523.999.977.111.816;0;5;17;363;1055;2035
2873212765;04/08/2016;7157;480.999.994.277.954;480.999.994.277.954;0;0;0;480.999.994.277.954;0;0;0;380;1060;1944
2873212765;04/09/2016;14103;95.600.004.196.167;95.600.004.196.167;0;301.999.998.092.651;0.409999996423721;61.399.998.664.856;0.00999999977648258;46;8;288;1098;2257
2873212765;04/10/2016;5290;354.999.995.231.628;354.999.995.231.628;0;0.0399999991059303;0.340000003576279;317.000.007.629.395;0;1;8;251;1180;1724
2873212765;04/11/2016;7497;503.999.996.185.303;503.999.996.185.303;0;0;0;503.999.996.185.303;0;0;0;357;882;1741
2873212765;04/12/2016;0;0;0;0;0;0;0;0;0;0;0;1440;0
2891001357;3/29/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1920
2891001357;3/30/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1920
2891001357;3/31/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1920
2891001357;04/01/2016;0;0;0;482.803.201.675.415;0;0;0;0;0;660;0;780;4562
2891001357;04/02/2016;4126;322.000.002.861.023;0;321.868.801.116.943;0;0;322.000.002.861.023;0;0;0;720;720;2881
2891001357;04/03/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1920
2891001357;04/04/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1920
2891001357;04/05/2016;2063;161.000.001.430.511;0;160.934.400.558.472;0;0;161.000.001.430.511;0;0;0;630;99;1144
3372868164;04/01/2016;5785;395.000.004.768.372;395.000.004.768.372;0;0;0;391.000.008.583.069;0.0399999991059303;0;0;311;1129;1852
3372868164;04/02/2016;7625;523.000.001.907.349;523.000.001.907.349;0;167.999.994.754.791;0.0399999991059303;3.5;0.00999999977648258;24;1;341;1074;2069
3372868164;04/03/2016;4706;321.000.003.814.697;321.000.003.814.697;0;0;0;321.000.003.814.697;0;0;0;299;1141;1816
3372868164;04/04/2016;5861;401.999.998.092.651;401.999.998.092.651;0;129.999.995.231.628;0.219999998807907;249.000.000.953.674;0.00999999977648258;20;7;233;1180;1878
3372868164;04/05/2016;4460;303.999.996.185.303;303.999.996.185.303;0;0;0;301.999.998.092.651;0.0299999993294477;0;0;248;1192;1787
3372868164;04/06/2016;6406;43.899.998.664.856;43.899.998.664.856;0;0.779999971389771;0.0900000035762787;351.999.998.092.651;0.00999999977648258;17;4;325;1094;2010
3372868164;04/07/2016;7392;509.999.990.463.257;509.999.990.463.257;0;0.870000004768372;0.159999996423721;405.000.019.073.486;0.0199999995529652;14;9;332;1085;2038
3372868164;04/08/2016;5551;378.999.996.185.303;378.999.996.185.303;0;0;0;376.999.998.092.651;0.00999999977648258;0;0;282;1158;1815
3372868164;04/09/2016;8827;6.25;6.25;0;176.999.998.092.651;0.479999989271164;4;0.00999999977648258;21;10;346;1063;2062
3372868164;04/10/2016;4662;31.800.000.667.572;31.800.000.667.572;0;103.999.996.185.303;0.150000005960464;199.000.000.953.674;0;22;4;152;735;1276
3977333714;04/01/2016;4499;300.999.999.046.326;300.999.999.046.326;0;0;0;300.999.999.046.326;0;0;0;168;842;1288
3977333714;04/02/2016;7618;509.999.990.463.257;509.999.990.463.257;0;0;0.180000007152557;490.999.984.741.211;0;0;6;302;842;1490
3977333714;04/03/2016;11508;769.999.980.926.514;769.999.980.926.514;0;217.000.007.629.395;0.839999973773956;469.000.005.722.046;0;29;22;282;748;1630
3977333714;04/04/2016;11943;798.999.977.111.816;798.999.977.111.816;0;102.999.997.138.977;200.999.999.046.326;494.999.980.926.514;0;16;43;297;710;1648
3977333714;04/05/2016;12303;822.999.954.223.633;822.999.954.223.633;0;171.000.003.814.697;135.000.002.384.186;517.000.007.629.395;0;26;32;291;605;1649
3977333714;04/06/2016;15425;103.199.996.948.242;103.199.996.948.242;0;162.000.000.476.837;182.000.005.245.209;686.999.988.555.908;0;24;45;331;614;1783
3977333714;04/07/2016;8422;563.000.011.444.092;563.000.011.444.092;0;0;359.999.990.463.257;203.999.996.185.303;0;0;81;139;815;1431
3977333714;04/08/2016;10226;684.000.015.258.789;684.000.015.258.789;0;0;444.000.005.722.046;240.000.009.536.743;0;0;101;174;685;1524
3977333714;04/09/2016;14583;976.000.022.888.184;976.000.022.888.184;0;248.000.001.907.349;174.000.000.953.674;553.000.020.980.835;0;35;36;254;697;1697
3977333714;04/10/2016;3573;239.000.010.490.417;239.000.010.490.417;0;0.939999997615814;0.409999996423721;0.970000028610229;0;15;8;99;866;1232
3977333714;04/11/2016;3108;214.000.010.490.417;214.000.010.490.417;0;0.0700000002980232;0.0399999991059303;196.000.003.814.697;0;1;1;129;894;1223
3977333714;04/12/2016;759;0.569999992847443;0.569999992847443;0;0;0;0.569999992847443;0;0;0;17;187;182
4020332650;03/12/2016;5543;397.000.002.861.023;397.000.002.861.023;0;0;0;396.000.003.814.697;0.00999999977648258;0;0;254;757;2990
4020332650;3/13/2016;3226;230.999.994.277.954;230.999.994.277.954;0;0;0;227.999.997.138.977;0;0;0;136;771;2480
4020332650;3/14/2016;3023;217.000.007.629.395;217.000.007.629.395;0;0;0;214.000.010.490.417;0;0;0;145;1005;2570
4020332650;3/15/2016;5906;423.000.001.907.349;423.000.001.907.349;0;0;0.159999996423721;403.999.996.185.303;0;0;10;215;874;3016
4020332650;3/16/2016;12483;898.999.977.111.816;898.999.977.111.816;0;145.000.004.768.372;0.569999992847443;690.000.009.536.743;0;25;14;309;599;3830
4020332650;3/17/2016;8940;640.999.984.741.211;640.999.984.741.211;0;0;0;0.610000014305115;0.0399999991059303;0;0;47;986;3706
4020332650;3/18/2016;368;0.259999990463257;0.259999990463257;0;0;0;0;0;0;0;0;1440;2024
4020332650;3/19/2016;5702;409.000.015.258.789;409.000.015.258.789;0;0;0;0;0;0;0;0;1440;2980
4020332650;3/20/2016;10330;740.999.984.741.211;740.999.984.741.211;0;0;0;0;0;0;0;0;1440;3728
4020332650;3/21/2016;8778;628.999.996.185.303;628.999.996.185.303;0;0;0;0;0;0;0;0;1440;3348
4020332650;3/22/2016;6662;478.000.020.980.835;478.000.020.980.835;0;0;0;0;0;0;0;0;1440;3162
4020332650;3/23/2016;6309;451.999.998.092.651;451.999.998.092.651;0;0;0;0;0;0;0;0;1440;3140
4020332650;3/24/2016;1951;14.099.999.666.214;14.099.999.666.214;0;0;0;0;0;0;0;0;1440;1980
4020332650;3/25/2016;5563;399.000.000.953.674;399.000.000.953.674;0;0;0;0;0;0;0;0;1440;3681
4020332650;3/26/2016;4370;313.000.011.444.092;313.000.011.444.092;0;0;0;0;0;0;0;0;1440;3444
4020332650;3/27/2016;7144;511.999.988.555.908;511.999.988.555.908;0;0;0;0;0;0;0;0;1440;3510
4020332650;3/28/2016;2106;150.999.999.046.326;150.999.999.046.326;0;0.0199999995529652;0.0500000007450581;0.209999993443489;0;31;45;75;1289;4010
4020332650;3/29/2016;4152;298.000.001.907.349;298.000.001.907.349;0;0;0;296.000.003.814.697;0;0;0;187;1253;2976
4020332650;3/30/2016;5400;386.999.988.555.908;386.999.988.555.908;0;0;0;384.999.990.463.257;0;0;0;258;795;3418
4020332650;3/31/2016;7428;532.999.992.370.605;532.999.992.370.605;0;0.870000004768372;0.920000016689301;350.999.999.046.326;0;18;33;261;860;3439
4020332650;04/01/2016;5351;383.999.991.416.931;383.999.991.416.931;0;0.620000004768372;0.180000007152557;300.999.999.046.326;0;15;17;210;748;3338
4020332650;04/02/2016;4299;309.999.990.463.257;309.999.990.463.257;0;0.0900000035762787;0.209999993443489;274.000.000.953.674;0.0399999991059303;3;15;162;752;2892
4020332650;04/03/2016;6107;438.000.011.444.092;438.000.011.444.092;0;0;0;43.600.001.335.144;0;0;0;265;776;3313
4020332650;04/04/2016;6429;459.999.990.463.257;459.999.990.463.257;0;0;0.949999988079071;365.000.009.536.743;0;0;28;193;741;3118
4020332650;04/05/2016;6880;492.999.982.833.862;492.999.982.833.862;0;0.5;0.759999990463257;365.000.009.536.743;0;7;19;165;1249;2966
4020332650;04/06/2016;7476;53.600.001.335.144;53.600.001.335.144;0;0;0;530.999.994.277.954;0;0;0;263;920;3253
4020332650;04/07/2016;6581;471.999.979.019.165;471.999.979.019.165;0;0;0.28999999165535;43.899.998.664.856;0;0;8;241;1191;3032
4020332650;04/08/2016;10480;751.000.022.888.184;751.000.022.888.184;0;0.409999996423721;147.000.002.861.023;501.000.022.888.184;0.0399999991059303;6;37;272;1125;4034
4020332650;04/09/2016;7734;555.000.019.073.486;555.000.019.073.486;0;11.599.999.666.214;0.490000009536743;38.199.999.332.428;0.0599999986588955;20;12;223;1185;3264
4020332650;04/10/2016;5129;36.800.000.667.572;36.800.000.667.572;0;0.180000007152557;0.239999994635582;321.000.003.814.697;0.00999999977648258;5;7;176;1178;2817
4020332650;04/11/2016;2993;215.000.009.536.743;215.000.009.536.743;0;0;0;208.999.991.416.931;0;0;0;114;888;2507
4020332650;04/12/2016;8;0.00999999977648258;0.00999999977648258;0;0;0;0.00999999977648258;0;0;0;1;321;446
4057192912;03/12/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1777
4057192912;3/13/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1777
4057192912;3/14/2016;8433;623.000.001.907.349;623.000.001.907.349;0;245.000.004.768.372;0.330000013113022;344.000.005.722.046;0;30;7;135;1268;2453
4057192912;3/15/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1776
4057192912;3/16/2016;2139;155.999.994.277.954;155.999.994.277.954;0;0;129.999.995.231.628;0.259999990463257;0;0;28;15;1397;1935
4057192912;3/17/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1776
4057192912;3/18/2016;949;0.689999997615814;0.689999997615814;0;0;0;0.689999997615814;0;0;0;34;1406;1870
4057192912;3/19/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1777
